Customer ID,Customer Email,Purchase month,Number of user seats bought,Number of users added,Total number of logins,Customer Region,Total number of desktop sessions ran every month,Total number of mobile sessions ran every month,Month churned,Month repurchased
11906,clark@xyz.com,March,1,1,9,North America,15,10,,
11907,thomson@xyz.com,March,5,4,32,North America,76,32,,
11908,carole@xyz.com,March,10,4,1,Asia,36,20,April,
11909,eunice@xyz.com,March,2,1,1,Europe,3,4,April,
11910,vaughan@xyz.com,March,1,1,8,North America,18,10,,
11911,burgess@xyz.com,March,10,10,80,North America,160,100,,
11912,davies@xyz.com,March,1,1,9,North America,19,8,,
11913,kenneth@gmail.com,March,10,7,56,North America,105,56,,
11914,harris@xyz.com,March,2,2,14,North America,38,18,,
11915,cornish@xyz.com,March,2,2,18,North America,6,18,,
11916,kerr@xyz.com,March,10,9,81,North America,180,90,,
11917,rees@xyz.com,March,2,2,12,Europe,36,18,,
11918,sanderson@xyz.com,March,2,2,16,Europe,22,16,,
11919,mable@gmail.com,March,1,1,1,Asia,0,2,April,
11920,lawrence@xyz.com,March,5,4,24,Europe,0,40,,
11921,gray@xyz.com,March,2,2,12,Asia,4,20,,
11922,duncan@xyz.com,March,1,1,8,Europe,5,9,,
11923,jackson@xyz.com,March,10,9,81,North America,126,81,,
11924,hill@xyz.com,March,5,4,28,North America,68,40,,
11925,james@xyz.com,March,10,10,90,Europe,160,100,,
11926,homer@gmail.com,March,10,7,42,North America,98,56,,
11927,roberts@xyz.com,March,5,4,28,Europe,44,40,,
11928,skinner@xyz.com,March,1,1,9,Europe,2,9,,
11929,hudson@xyz.com,March,2,2,16,Europe,40,20,,
11930,blake@xyz.com,March,1,1,9,Asia,19,9,,
11931,walsh@xyz.com,March,10,7,63,Europe,140,56,,
11932,springer@xyz.com,March,5,4,28,Europe,44,32,,
11933,thomson@xyz.com,March,10,7,42,Asia,35,56,,
11934,simpson@xyz.com,March,5,5,35,Europe,40,40,,
11935,geraldine@xyz.com,March,1,1,1,Europe,7,1,April,
11936,ross@xyz.com,March,1,1,7,Europe,0,10,,
11937,taylor@xyz.com,March,1,1,6,North America,7,9,,
11938,ball@xyz.com,March,2,2,14,Asia,6,20,,
11939,freda@gmail.com,March,1,1,1,Asia,5,3,April,
11940,harris@xyz.com,March,1,1,8,Asia,16,8,,
11941,newman@xyz.com,March,10,10,70,North America,30,90,,
11942,king@xyz.com,March,2,2,14,North America,22,18,,
11943,lena@yahoo.com,March,2,2,16,North America,22,16,,
11944,sharp@xyz.com,March,5,5,40,North America,45,45,,
11945,hector@xyz.com,March,2,1,1,Asia,1,1,April,
11946,ross@xyz.com,March,10,8,64,North America,32,64,,
11947,harris@xyz.com,March,10,8,72,Europe,120,72,,
11948,white@xyz.com,March,2,2,12,Europe,24,16,,
11949,rutherford@xyz.com,March,2,2,14,North America,0,18,,
11950,oliver@xyz.com,March,1,1,8,Europe,5,8,,
11951,lambert@xyz.com,March,2,2,18,Europe,2,16,,
11952,mills@xyz.com,March,1,1,9,North America,6,8,,
11953,alsop@xyz.com,March,2,2,12,North America,24,20,,
11954,wright@xyz.com,March,1,1,8,Asia,6,9,,
11955,gary@xyz.com,March,10,4,8,Asia,56,8,April,
11956,underwood@xyz.com,March,10,7,49,Europe,91,70,,
11957,ray@yahoo.com,March,2,2,18,North America,22,26,,
11958,carmen@xyz.com,March,10,2,2,Asia,16,4,April,
11959,mackay@xyz.com,March,2,1,9,Europe,8,8,,
11960,dyer@xyz.com,March,5,4,28,North America,8,32,,
11961,parr@xyz.com,March,10,10,80,North America,190,100,,
11962,ruth@gmail.com,March,5,3,18,North America,33,27,,
11963,short@xyz.com,March,10,8,56,Europe,8,80,,
11964,abraham@xyz.com,March,2,2,16,Europe,4,18,,
11965,payne@xyz.com,March,5,5,30,North America,65,45,,
11966,johnnie@xyz.com,March,1,1,1,Asia,17,5,April,
11967,king@xyz.com,March,5,4,28,North America,72,32,,
11968,parsons@xyz.com,March,2,2,12,North America,28,20,,
11969,metcalfe@xyz.com,March,1,1,6,Europe,12,9,,
11970,abraham@xyz.com,March,5,4,28,North America,28,40,,
11971,margaret@xyz.com,March,2,2,4,Europe,12,4,April,
11972,kerr@xyz.com,March,2,2,14,North America,16,16,,
11973,diana@gmail.com,March,1,1,1,Asia,18,3,April,
11974,arlene@xyz.com,March,2,1,2,Asia,14,3,April,
11975,carr@xyz.com,March,5,4,32,Europe,12,36,,
11976,kerr@xyz.com,March,1,1,9,Asia,18,9,,
11977,peake@xyz.com,March,1,1,7,North America,11,8,,
11978,amanda@gmail.com,March,5,4,28,North America,32,32,,
11979,gwendolyn@gmail.com,March,1,1,2,Asia,9,1,April,
11980,howard@xyz.com,March,10,10,80,North America,170,100,,
11981,randall@gmail.com,March,5,5,35,North America,10,45,,
11982,elijah@gmail.com,March,1,1,1,Asia,0,2,April,
11983,delia@xyz.com,March,5,2,1,Asia,26,2,April,
11984,campbell@xyz.com,March,2,1,6,Europe,4,9,,
11985,jodi@gmail.com,March,5,5,30,North America,35,50,,
11986,edmunds@xyz.com,March,2,2,18,Europe,32,18,,
11987,parr@xyz.com,March,10,10,60,North America,160,100,,
11988,rampling@xyz.com,March,1,1,9,Europe,10,10,,
11989,howard@xyz.com,March,1,1,7,North America,10,8,,
11990,james@xyz.com,March,5,5,35,Europe,80,50,,
11991,sanderson@xyz.com,March,2,2,16,Europe,36,20,,
11992,peggy@yahoo.com,March,10,9,81,North America,18,108,,
11993,krista@xyz.com,March,1,1,1,Asia,18,1,April,
11994,grant@xyz.com,March,5,4,24,Asia,28,32,,
11995,pearl@xyz.com,March,5,4,4,Europe,60,20,April,
11996,turner@xyz.com,March,10,7,49,North America,63,70,,
11997,sergio@xyz.com,March,1,1,2,Asia,20,2,April,
11998,dowd@xyz.com,March,5,5,45,Europe,70,50,,
11999,welch@xyz.com,March,10,8,56,North America,72,64,,
12000,scott@xyz.com,March,5,5,35,North America,40,50,,
12001,dale@xyz.com,March,10,3,6,Asia,30,3,April,
12002,danielle@xyz.com,March,10,2,2,Asia,2,4,April,
12003,robertson@xyz.com,March,10,8,56,Asia,88,72,,
12004,nolan@xyz.com,March,2,2,14,Asia,10,18,,
12005,reid@xyz.com,March,10,9,72,North America,108,90,,
12006,simpson@xyz.com,March,1,1,7,Europe,9,9,,
12007,henderson@xyz.com,March,10,9,54,Europe,90,72,,
12008,parsons@xyz.com,March,10,7,49,Asia,91,63,,
12009,randall@xyz.com,March,2,2,14,Asia,26,20,,
12010,coleman@xyz.com,March,2,2,16,Europe,16,16,,
12011,may@xyz.com,March,10,10,70,North America,120,100,,
12012,sutherland@xyz.com,March,1,1,6,North America,13,10,,
12013,murray@xyz.com,March,2,2,16,North America,34,18,,
12014,clarkson@xyz.com,March,5,5,30,North America,70,40,,
12015,fisher@xyz.com,March,10,10,70,North America,130,80,,
12016,brown@xyz.com,March,5,4,28,Asia,72,40,,
12017,slater@xyz.com,March,1,1,6,Europe,16,10,,
12018,roger@yahoo.com,March,10,9,63,North America,27,90,,
12019,johnnie@xyz.com,March,1,1,1,Asia,14,5,April,
12020,avery@xyz.com,March,5,4,24,Europe,4,36,,
12021,mitchell@xyz.com,March,5,5,40,Europe,65,45,,
12022,vaughan@xyz.com,March,10,9,81,North America,27,81,,
12023,hugo@gmail.com,March,2,2,12,North America,14,16,,
12024,tommie@xyz.com,March,10,4,8,Europe,24,20,April,
12025,sharp@xyz.com,March,2,2,18,Europe,10,16,,
12026,hart@xyz.com,March,2,2,18,Europe,26,20,,
12027,michelle@xyz.com,March,5,2,2,Asia,36,8,April,
12028,jackson@xyz.com,March,10,9,54,Europe,18,72,,
12029,vance@xyz.com,March,10,8,64,Asia,128,80,,
12030,mcgrath@xyz.com,March,10,8,48,Europe,80,72,,
12031,payne@xyz.com,March,5,5,30,Europe,35,40,,
12032,vaughan@xyz.com,March,2,2,12,North America,26,20,,
12033,dora@xyz.com,March,10,4,8,Asia,72,20,April,
12034,young@xyz.com,March,5,4,36,North America,20,36,,
12035,ebony@gmail.com,March,10,9,81,North America,153,90,,
12036,short@xyz.com,March,10,7,63,Asia,21,63,,
12037,harris@xyz.com,March,2,2,16,Europe,38,16,,
12038,hemmings@xyz.com,March,1,1,6,North America,14,10,,
12039,whitney@gmail.com,March,5,3,27,North America,21,24,,
12040,jamie@gmail.com,March,1,1,1,Asia,16,5,April,
12041,gill@xyz.com,March,5,4,36,North America,4,40,,
12042,black@xyz.com,March,2,2,12,North America,0,16,,
12043,george@xyz.com,March,1,1,1,Asia,12,5,April,
12044,ashley@xyz.com,March,2,2,4,North America,26,6,April,
12045,katherine@yahoo.com,March,2,2,18,North America,36,18,,
12046,robertson@xyz.com,March,10,9,63,Europe,180,81,,
12047,margaret@gmail.com,March,1,1,1,Asia,3,2,April,
12048,fraser@xyz.com,March,2,2,16,North America,14,18,,
12049,sandra@yahoo.com,March,10,7,49,North America,84,56,,
12050,quinn@xyz.com,March,5,4,24,Asia,20,36,,
12051,mona@xyz.com,March,10,2,4,Europe,10,2,April,
12052,billy@xyz.com,March,5,2,2,Asia,22,8,April,
12053,wright@xyz.com,March,10,7,49,Europe,49,56,,
12054,hughes@xyz.com,March,2,2,12,Europe,0,18,,
12055,metcalfe@xyz.com,March,5,5,45,Europe,60,45,,
12056,janie@xyz.com,March,1,1,1,Asia,8,2,April,
12057,hughes@xyz.com,March,5,5,35,Asia,80,40,,
12058,hughes@xyz.com,March,1,1,9,Europe,9,10,,
12059,donald@gmail.com,March,1,1,1,Asia,9,3,April,
12060,erick@xyz.com,March,5,4,8,North America,0,16,April,
12061,mitchell@xyz.com,March,2,2,12,North America,8,16,,
12062,casey@xyz.com,March,2,1,1,Asia,14,3,April,
12063,nolan@xyz.com,March,1,1,6,Europe,17,8,,
12064,powell@xyz.com,March,5,5,40,Europe,70,50,,
12065,tiffany@gmail.com,March,1,1,2,Asia,2,1,April,
12066,fisher@xyz.com,March,10,8,64,Europe,64,72,,
12067,daryl@yahoo.com,March,5,5,35,North America,50,50,,
12068,anderson@xyz.com,March,1,1,6,Europe,2,8,,
12069,benjamin@gmail.com,March,1,1,1,Asia,19,2,April,
12070,carlton@xyz.com,March,1,1,2,North America,10,1,April,
12071,darlene@xyz.com,March,10,8,16,North America,8,8,April,
12072,carr@xyz.com,March,2,2,18,Europe,12,18,,
12073,wilkins@xyz.com,March,2,2,14,Europe,34,20,,
12074,gray@xyz.com,March,5,5,40,North America,65,40,,
12075,jimmy@yahoo.com,March,10,7,42,North America,63,56,,
12076,quinn@xyz.com,March,2,2,16,Europe,22,16,,
12077,morrison@xyz.com,March,5,4,36,North America,44,32,,
12078,sidney@gmail.com,March,2,2,16,North America,40,18,,
12079,rees@xyz.com,March,10,8,48,Asia,120,80,,
12080,hardacre@xyz.com,March,2,2,16,North America,38,20,,
12081,melissa@gmail.com,March,10,9,72,North America,18,81,,
12082,ferguson@xyz.com,March,10,10,70,Asia,90,80,,
12083,fraser@xyz.com,March,2,2,18,North America,38,18,,
12084,terry@xyz.com,March,1,1,6,Europe,20,10,,
12085,campbell@xyz.com,March,1,1,9,Europe,16,10,,
12086,monique@gmail.com,March,1,1,1,Asia,18,4,April,
12087,rufus@gmail.com,March,1,1,1,Asia,11,4,April,
12088,morgan@xyz.com,March,10,7,42,North America,105,56,,
12089,brown@xyz.com,March,10,10,70,Europe,170,90,,
12090,della@xyz.com,March,5,5,5,North America,15,25,April,
12091,piper@xyz.com,March,5,4,28,North America,64,32,,
12092,quinn@xyz.com,March,2,2,14,North America,32,16,,
12093,sean@xyz.com,March,2,2,1,Europe,38,2,April,
12094,courtney@yahoo.com,March,2,2,18,North America,32,20,,
12095,welch@xyz.com,March,1,1,7,North America,13,10,,
12096,lewis@xyz.com,March,2,2,14,North America,4,16,,
12097,nolan@xyz.com,March,5,4,28,Asia,16,36,,
12098,antonio@gmail.com,March,2,2,18,North America,22,16,,
12099,morgan@xyz.com,March,1,1,8,Europe,15,9,,
12100,allan@xyz.com,March,10,10,90,Europe,40,100,,
12101,andres@gmail.com,March,1,1,2,Asia,0,2,April,
12102,kelly@xyz.com,March,5,2,4,Asia,4,2,April,
12103,mackay@xyz.com,March,10,10,60,Europe,90,90,,
12104,forrest@yahoo.com,March,1,1,9,North America,8,9,,
12105,springer@xyz.com,March,10,8,64,Asia,128,72,,
12106,irma@xyz.com,March,2,2,1,North America,16,8,April,
12107,clarkson@xyz.com,March,1,1,9,Europe,4,10,,
12108,ginger@yahoo.com,March,10,7,56,North America,14,119,,
12109,alsop@xyz.com,March,10,8,48,North America,136,80,,
12110,miller@xyz.com,March,10,8,64,Europe,48,72,,
12111,robertson@xyz.com,March,5,5,30,Europe,70,40,,
12112,king@xyz.com,March,2,2,14,Europe,36,20,,
12113,stewart@xyz.com,March,2,2,18,Europe,18,20,,
12114,fredrick@xyz.com,March,10,2,4,Asia,26,6,April,
12115,nadine@xyz.com,March,1,1,2,North America,2,2,April,
12116,north@xyz.com,March,1,1,8,North America,9,8,,
12117,ken@xyz.com,March,5,4,1,Europe,60,16,April,
12118,ernestine@xyz.com,March,5,2,2,Asia,16,2,April,
12119,betty@xyz.com,March,10,4,8,Asia,12,12,April,
12120,paterson@xyz.com,March,1,1,6,Europe,5,8,,
12121,allison@xyz.com,March,10,4,1,Asia,8,12,April,
12122,juanita@xyz.com,March,1,1,1,North America,19,5,April,May
12123,taylor@xyz.com,March,2,2,12,North America,22,18,,
12124,steven@xyz.com,March,5,5,10,North America,10,25,April,
12125,dorothy@xyz.com,March,10,3,1,North America,45,15,April,
12126,lawrence@xyz.com,March,10,10,90,Europe,140,100,,
12127,marty@xyz.com,March,5,2,2,Europe,36,10,April,
12128,ginger@gmail.com,March,1,1,1,Asia,7,5,April,
12129,walker@xyz.com,March,5,4,36,North America,12,32,,
12130,luke@gmail.com,March,1,1,6,North America,18,9,,
12131,evan@xyz.com,March,1,1,2,Asia,2,1,April,
12132,edward@xyz.com,March,1,1,2,North America,11,4,April,
12133,baker@xyz.com,March,5,4,36,Europe,44,36,,
12134,walker@xyz.com,March,10,9,72,Europe,117,72,,
12135,scott@xyz.com,March,1,1,7,North America,10,9,,
12136,ince@xyz.com,March,10,10,70,North America,130,90,,
12137,wilbert@xyz.com,March,2,1,1,Asia,5,5,April,
12138,brown@xyz.com,March,1,1,6,Europe,12,10,,
12139,slater@xyz.com,March,10,8,56,North America,32,80,,
12140,james@xyz.com,March,10,8,72,Europe,96,64,,
12141,colin@xyz.com,March,1,1,1,Asia,12,3,April,
12142,mable@xyz.com,March,10,10,4,North America,0,20,April,
12143,watson@xyz.com,March,2,2,12,North America,8,18,,
12144,davies@xyz.com,March,5,4,24,North America,36,40,,
12145,victor@gmail.com,March,1,1,1,Asia,19,2,April,
12146,sheri@xyz.com,March,5,2,2,Asia,2,4,April,
12147,lee@xyz.com,March,2,2,4,North America,10,6,April,
12148,langdon@xyz.com,March,10,7,56,North America,63,70,,
12149,joseph@gmail.com,March,1,1,6,North America,16,8,,
12150,mitchell@xyz.com,March,1,1,8,Asia,7,10,,
12151,white@xyz.com,March,5,5,45,Europe,100,45,,
12152,jack@gmail.com,March,1,1,2,Asia,3,4,April,
12153,don@xyz.com,March,5,2,2,Europe,32,2,April,
12154,newman@xyz.com,March,10,7,49,Europe,63,70,,
12155,carrie@gmail.com,March,1,1,2,Asia,13,1,April,
12156,javier@gmail.com,March,1,1,1,Asia,11,2,April,
12157,gerard@xyz.com,March,5,2,2,Asia,22,10,April,
12158,elias@xyz.com,March,10,9,9,North America,153,36,April,
12159,hunter@xyz.com,March,2,2,18,Europe,34,16,,
12160,james@xyz.com,March,5,4,32,North America,28,40,,
12161,caleb@xyz.com,March,1,1,1,Asia,3,4,April,
12162,howard@xyz.com,March,2,2,12,North America,38,18,,
12163,woodrow@xyz.com,March,10,4,4,Europe,76,20,April,
12164,mcgrath@xyz.com,March,5,4,24,Europe,20,32,,
12165,slater@xyz.com,March,5,4,28,Asia,44,40,,
12166,ince@xyz.com,March,1,1,6,North America,10,8,,
12167,paterson@xyz.com,March,2,2,16,Europe,14,20,,
12168,adam@gmail.com,March,10,7,42,North America,42,56,,
12169,marco@xyz.com,March,10,4,8,Europe,16,8,April,
12170,baker@xyz.com,March,5,5,40,North America,85,50,,
12171,rickey@xyz.com,March,5,2,1,Asia,10,6,April,
12172,hardacre@xyz.com,March,5,4,24,North America,64,36,,
12173,chad@gmail.com,March,5,4,24,North America,12,36,,
12174,wilkins@xyz.com,March,2,2,12,North America,8,18,,
12175,brandi@xyz.com,March,2,1,2,Europe,10,2,April,
12176,tyrone@gmail.com,March,5,5,35,North America,55,45,,
12177,davies@xyz.com,March,2,2,12,Asia,8,18,,
12178,may@xyz.com,March,5,4,32,Europe,36,32,,
12179,ross@xyz.com,March,5,5,45,Europe,15,45,,
12180,cameron@xyz.com,March,2,2,18,Europe,4,18,,
12181,clark@xyz.com,March,1,1,8,North America,13,9,,
12182,lola@xyz.com,March,2,1,1,Asia,11,2,April,
12183,greene@xyz.com,March,10,9,54,Europe,135,81,,
12184,elena@xyz.com,March,1,1,2,Asia,1,4,April,
12185,piper@xyz.com,March,2,2,14,North America,18,20,,
12186,grady@xyz.com,March,5,2,4,Asia,40,2,April,
12187,macdonald@xyz.com,March,5,5,35,North America,25,40,,
12188,alsop@xyz.com,March,2,2,16,Europe,18,20,,
12189,wallace@xyz.com,March,5,5,45,North America,55,45,,
12190,raymond@gmail.com,March,1,1,2,Asia,12,3,April,
12191,dianna@xyz.com,March,5,2,2,Asia,14,6,April,
12192,byron@gmail.com,March,1,1,1,Asia,18,3,April,
12193,gill@xyz.com,March,10,7,49,Europe,133,56,,
12194,lambert@xyz.com,March,5,5,45,North America,70,40,,
12195,mcgrath@xyz.com,March,2,2,14,Europe,4,16,,
12196,wallace@xyz.com,March,10,9,72,Europe,9,72,,
12197,marcia@gmail.com,March,1,1,9,North America,4,9,,
12198,mitchell@gmail.com,March,2,2,14,North America,16,18,,
12199,irvin@gmail.com,March,10,9,81,North America,135,90,,
12200,thomson@xyz.com,March,5,4,28,Asia,80,32,,
12201,blake@xyz.com,March,10,8,56,Europe,152,72,,
